year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,highest_grade_offered,elem_cedp,middle_cedp,high_cedp,enrollment,gleaid,school_id,geo_longitude,geo_latitude,leaid,geocode_accuracy,geocode_accuracy_detailed,state_leaid,state_fips_geo,county_fips_geo,seasch,street_mailing,puma,tract,city_mailing,state_mailing,block_group,geoid_block,zip_mailing,street_location,census_region,census_division,city_location,csa,cbsa,zip_location,phone,cbsa_name,cbsa_type,fips,latitude,cbsa_city,place_fips,longitude,geoid_place,place_name,urban_centric_locale,class_code,upper_chamber,county_code,congress_district_id,state_leg_district_upper,upper_chamber_name,state_leg_district_lower,lower_chamber,lower_chamber_name,lower_chamber_type,sch_internet_fiber,sch_internet_wifi,sch_internet_schdev,sch_internet_studdev,sch_internet_wifiendev,students_chronically_absent,enrl_IB,enrl_gifted_talented,enrl_AP,enrl_AP_science,enrl_AP_math,enrl_AP_other,students_AP_exam_none,students_AP_exam_oneormore,students_AP_pass_none,students_AP_pass_oneormore,enrl_dual_enrollment,students_SAT_ACT,enrl_biology,enrl_chemistry,enrl_advanced_math,enrl_calculus,enrl_algebra2,enrl_physics,enrl_geometry,students_susp_in_sch,students_susp_out_sch_single,students_susp_out_sch_multiple,days_suspended,suspensions_instances,suspensions_instances_preschool,expulsions_no_ed_serv,expulsions_with_ed_serv,expulsions_zero_tolerance,students_corporal_punish,corpinstances,corpinstances_preschool,students_arrested,students_referred_law_enforce,transfers_alt_sch_disc,read_test_num_valid,read_test_pct_prof_midpt,math_test_num_valid,math_test_pct_prof_midpt,cohort_num,grad_rate_midpt,teachers_fte_crdc,teachers_certified_fte,teachers_uncertified_fte,teachers_first_year_fte,teachers_second_year_fte,teachers_current_sy,teachers_previous_sy,teachers_absent_fte,instructional_aides_fte,counselors_fte,support_fte,social_workers_fte,administration_fte,psychologists_fte,nurses_fte,law_enforcement_fte,security_guard_fte,law_enforcement_ind,salaries_teachers,salaries_total,salaries_instruc_staff,salaries_instructional_aides,salaries_support,salaries_administration,expenditures_nonpersonnel,lowest_grade_offered,lunch_program,teachers_fte,school_status,bureau_indian_education,title_i_status,title_i_eligible,title_i_schoolwide,magnet,shared_time,virtual
mixed - most recent,"080480001486","Lukas Elementary School","CO","Jefferson County School District No. R-1","Primary","Regular school","No","5","Yes","No","No","262","04800","0801486","-105.1023","39.8731","0804800","Not applicable","Point address","CO-1420","Colorado","8059","1420-5350","9650 WEST 97TH AVENUE","00804","9829","WESTMINSTER","CO","1","080590098291","80021","9650 WEST 97TH AVENUE","West","Mountain","WESTMINSTER","216","19740","80021","(303)982-0368","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.8731","No","83835","-105.1023","0883835","Westminster city","Suburb, large","Governmentally active (incorporated)","08019","8059","807","08019","State Senate District 19","08029","08029","State House District 29","State house district","Yes","Yes","Yes","No","240","","","","","","","","","","","","","0","","","","","","","","9","5","1","16.000","8.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","28.000","28.230","0.000","4.000","1.620","31.000","30.000","2.610","7.470","0.000","3.000","1.000","3.000","0.000","0.000","0.000","0.000","No","1513844","2022814.375","1666568","70754.609","211159.703","206295.391","172951.000","Kindergarten","Yes participating without using any Provision or the CEP","17","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080480000752","Lumberg Elementary School","CO","Jefferson County School District No. R-1","Primary","Regular school","No","6","Yes","No","No","318","04800","0800752","-105.0709","39.7502","0804800","Not applicable","Point address","CO-1420","Colorado","8059","1420-5354","6705 WEST 22ND AVENUE","00818","11300","EDGEWATER","CO","3","080590113003","80214","6705 WEST 22ND AVENUE","West","Mountain","EDGEWATER","216","19740","80214","(303)982-6182","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.7502","No","23135","-105.0709","0823135","Edgewater city","Suburb, large","Governmentally active (incorporated)","08020","8059","807","08022","State Senate District 20","08024","08024","State House District 24","State house district","Yes","Yes","Yes","No","285","","","","","","","","","","","","","0","","","","","","","","4","16","8","74.000","44.000","0.000","0","0","0","Missing/not reported","-1.000","-1.000","0","1","0.000","","","","","","","28.000","27.770","1.000","0.000","3.500","31.000","30.000","6.000","6.340","0.000","3.500","1.000","6.000","0.000","0.000","0.000","0.000","No","1198985","1696725.000","1542098","24647.689","147711.547","306627.719","117833.000","Pre-K","Yes participating without using any Provision or the CEP","20","Open","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No"
mixed - most recent,"080537000911","Lyons Elementary School","CO","St. Vrain Valley School District No. Re1J","Primary","Regular school","No","5","Yes","No","No","265","05370","0800911","-105.2693","40.2261","0805370","Not applicable","Point address","CO-0470","Colorado","8013","0470-5364","PO BOX 559","00801","13601","LYONS","CO","3","080130136013","80540","338 HIGH STREET","West","Mountain","LYONS","216","14500","80540","(303)823-6915","Boulder, CO","Metropolitan statistical area","Colorado","40.2261","No","47070","-105.2693","0847070","Lyons town","Rural, fringe","Governmentally active (incorporated)","08016","8013","802","08018","State Senate District 16","08011","08013","State House District 13","State house district","Yes","Yes","Yes","Yes","188","","","","","","","","","","","","","0","","","","","","","","0","0","0","0.000","0.000","0.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","18.000","18.170","0.000","1.000","2.000","20.000","19.000","9.000","3.500","0.500","2.000","0.000","1.000","0.000","0.000","0.000","0.000","No","1047323","1345901.000","963842","96362.773","67957.172","134258.016","12258.000","Pre-K","Yes participating without using any Provision or the CEP","18","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080537000912","Lyons Middle/Senior High School","CO","St. Vrain Valley School District No. Re1J","High","Regular school","No","12","No","Yes","Yes","372","05370","0800912","-105.2645","40.2145","0805370","Not applicable","Street address","CO-0470","Colorado","8013","0470-5368","100 MCCONNELL DRIVE","00801","13601","LYONS","CO","1","080130136011","80540","100 MCCONNELL DRIVE","West","Mountain","LYONS","216","14500","80540","(303)823-6631","Boulder, CO","Metropolitan statistical area","Colorado","40.2145","No","47070","-105.2645","0847070","Lyons town","Rural, fringe","Governmentally active (incorporated)","08016","8013","802","08018","State Senate District 16","08011","08013","State House District 13","State house district","Yes","Yes","Yes","Yes","123","","","","","","","","21","52","20","29","","45","84","33","25","","","22","52","15","12","2","29.000","14.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","7","0.000","","","","","","","24.000","22.060","2.000","5.000","1.000","25.000","18.000","3.000","2.830","1.800","3.500","0.000","2.000","0.000","0.000","1.000","1.000","Yes","1522641","2009266.625","1161643","68369.453","130599.578","287656.406","46263.000","6","Yes participating without using any Provision or the CEP","23","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080441000646","Madison Elementary School","CO","GreeleySchool District No. 6 in the county of Weld and Sta","Primary","Regular school","No","5","Yes","No","No","409","04410","0800646","-104.718316","40.428047","0804410","Not applicable","Point address","CO-3120","Colorado","8123","3120-5412","500  24TH AVENUE","00300","1300","GREELEY","CO","2","081230013002","80634","500  24TH AVENUE","West","Mountain","GREELEY","216","24540","80634","(970)348-1700","Greeley, CO","Metropolitan statistical area","Colorado","40.428047","Yes","32155","-104.718316","0832155","Greeley city","City, midsize","Governmentally active (incorporated)","08013","8123","804","08013","State Senate District 13","08050","08050","State House District 50","State house district","Yes","Yes","Yes","Yes","380","","","","","","","","","","","","","0","","","","","","","","1","19","20","53.000","92.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","32.000","32.110","0.000","0.000","0.000","32.000","24.000","8.000","4.430","0.000","0.750","0.000","5.000","0.000","0.000","0.000","0.000","No","1277614","1660449.250","1301769","87377.078","13879.240","281578.594","72881.000","Kindergarten","Yes participating without using any Provision or the CEP","25","Open","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No"
mixed - most recent,"080306000251","Madison Elementary School","CO","Colorado Springs School District No. 11 in the county of E","Primary","Regular school","No","5","Yes","No","No","351","03060","0800251","-104.7493","38.8625","0803060","Not applicable","Point address","CO-1010","Colorado","8041","1010-5404","4120 CONSTITUTION AVENUE","00903","5900","COLORADO SPRINGS","CO","1","080410059001","80909","4120 CONSTITUTION AVENUE","West","Mountain","COLORADO SPRINGS","Not applicable","17820","80909","(719)328-7300","Colorado Springs, CO","Metropolitan statistical area","Colorado","38.8625","Yes","16000","-104.7493","0816000","Colorado Springs city","City, large","Governmentally active (incorporated)","08010","8041","805","08010","State Senate District 10","08016","08016","State House District 16","State house district","Yes","Yes","Yes","Yes","305","","","","","","","","","","","","","0","","","","","","","","5","8","4","15.000","13.000","0.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","21.000","20.300","1.000","0.000","0.000","24.000","22.000","2.000","8.000","1.200","5.000","0.550","3.000","0.000","0.000","0.000","0.000","No","1143626","1668223.000","1481170","173034.000","208150.000","143413.000","102773.000","Pre-K","Yes participating without using any Provision or the CEP","21","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080690001181","Malley Drive Elementary School","CO","Adams 12 Five Star Schools","Primary","Regular school","No","5","Yes","No","No","439","06900","0801181","-104.9718","39.9035","0806900","Not applicable","Point address","CO-0020","Colorado","8001","0020-5418","1300 EAST MALLEY DRIVE","00805","8507","NORTHGLENN","CO","2","080010085072","80233","1300 EAST MALLEY DRIVE","West","Mountain","NORTHGLENN","216","19740","80233","(720)972-5480","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.9035","No","54330","-104.9718","0854330","Northglenn city","Suburb, large","Governmentally active (incorporated)","08024","8001","807","08024","State Senate District 24","08034","08031","State House District 31","State house district","Yes","Yes","Yes","Yes","417","","","","","","","","","","","","","0","","","","","","","","29","23","15","63.000","58.000","0.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","28.000","26.400","1.900","0.000","1.000","12.000","16.000","7.500","1.650","0.000","6.300","1.000","4.380","0.000","0.000","0.000","0.000","No","1575638","2229652.500","1815353","1041.560","342498.656","310473.906","175490.000","Pre-K","Yes participating without using any Provision or the CEP","26","Open","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No"
mixed - most recent,"080345006337","Mammoth Heights Elementary","CO","Douglas County School District No. Re 1","Primary","Regular school","No","6","Yes","No","No","649","03450","0806337","-104.8036","39.5439","0803450","Not applicable","Point address","CO-0900","Colorado","8035","0900-2952","9500 STONEGATE PARKWAY","00822","14005","PARKER","CO","1","080350140051","80134","9500 STONEGATE PARKWAY","West","Mountain","PARKER","216","19740","80134","(303)387-8925","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.5439","No","74080","-104.8036","0874080","Stonegate CDP","Suburb, large","Census-designated place","08030","8035","804","08030","State Senate District 30","08044","08044","State House District 44","State house district","Yes","Yes","Yes","Yes","963","","","","","","","","","","","","","0","","","","","","","","0","1","0","4.000","1.000","0.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","35.000","34.760","1.000","0.000","0.000","36.000","28.000","7.000","9.140","1.030","5.500","0.600","3.000","0.400","0.000","0.300","0.000","Yes","2086880","2664637.500","2879370","226474.953","122611.188","228671.016","456103.000","Pre-K","Yes participating without using any Provision or the CEP","42","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080510000845","Manassa Elementary School","CO","North Conejos School District No. Re1J","Primary","Regular school","No","5","Yes","No","No","198","05100","0800845","-105.9377","37.1722","0805100","Not applicable","Street address","CO-0550","Colorado","8021","0550-5422","P O BOX 430","00501","974800","MANASSA","CO","1","080219748001","81141","200 SOUTH 5TH STREET","West","Mountain","MANASSA","Not applicable","Not applicable","81141","(719)843-5277","","","Colorado","37.1722","No","48060","-105.9377","0848060","Manassa town","Rural, remote","Governmentally active (incorporated)","08005","8021","803","08035","State Senate District 5","08062","08062","State House District 62","State house district","Yes","Yes","Yes","Yes","1","","","","","","","","","","","","","0","","","","","","","","0","8","0","8.000","7.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","15.000","14.500","0.990","0.000","0.000","16.000","14.000","0.000","1.000","0.500","1.000","0.000","1.000","0.000","0.000","0.000","0.000","No","568944","666815.000","663487","13000.000","19067.000","65804.000","22783.000","Kindergarten","Yes participating without using any Provision or the CEP","14","Open","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No"
mixed - most recent,"080309000838","Manaugh Elementary School","CO","Montezuma-Cortez School District No. Re-1","Missing/not reported","Regular school","No","5","Yes","No","Yes","275","03090","0800838","-108.5807","37.3439","0803090","Not applicable","Point address","CO-2035","Colorado","8083","2035-5436","300 EAST 4TH STREET","00600","969400","CORTEZ","CO","2","080839694002","81321","300 EAST 4TH STREET","West","Mountain","CORTEZ","Not applicable","Not applicable","81321","(970)565-7691","","","Colorado","37.3439","No","17375","-108.5807","0817375","Cortez city","Town, remote","Governmentally active (incorporated)","08006","8083","803","08006","State Senate District 6","08058","08059","State House District 59","State house district","Yes","Yes","Yes","No","223","","","","","","","","","","","","","0","","","","","","","","0","7","4","30.000","20.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","16.000","16.950","0.000","2.000","2.000","18.000","12.000","0.000","17.360","1.000","1.410","0.000","1.360","0.000","0.420","0.000","0.000","No","557709","913214.000","898110","211387.000","54740.000","89378.000","29021.000","Kindergarten","Missing/not reported","19","Closed","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No"
mixed - most recent,"080546006540","Mancos Early Learning Center","CO","Mancos School District Re-6","Primary","Regular school","No","Pre-K","Yes","No","No","41","05460","0806540","-108.291068","37.344461","0805460","Not applicable","Point address","CO-2070","Colorado","8083","2070-6179","131 S. WALNUT STREET","00600","969100","MANCOS","CO","2","080839691002","81328","131 S. WALNUT STREET","West","Mountain","MANCOS","Not applicable","Not applicable","81328","(970)394-0057","","","Colorado","37.344461","No","48115","-108.291068","0848115","Mancos town","Rural, remote","Governmentally active (incorporated)","08006","8083","803","08006","State Senate District 6","08058","08059","State House District 59","State house district","Yes","Yes","No","No","0","","","","","","","","","","","","","0","","","","","","","","Missing/not reported","Missing/not reported","Missing/not reported","-2.000","-2.000","0.000","Missing/not reported","Missing/not reported","Missing/not reported","Missing/not reported","-1.000","-1.000","Missing/not reported","Missing/not reported","0.000","","","","","","","3.000","0.000","3.000","0.000","0.000","0.000","0.000","0.000","-2.000","0.000","-2.000","0.000","-2.000","0.000","0.000","0.000","0.000","No","Not applicable","-2.000","Not applicable","-2.000","-2.000","-2.000","-2.000","Pre-K","Yes participating without using any Provision or the CEP","1","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080546000943","Mancos Elementary School","CO","Mancos School District Re-6","Primary","Regular school","No","5","Yes","No","No","198","05460","0800943","-108.2916","37.3447","0805460","Not applicable","Point address","CO-2070","Colorado","8083","2070-5446","301 GRAND AVENUE","00600","969100","MANCOS","CO","2","080839691002","81328","301 GRAND AVENUE","West","Mountain","MANCOS","Not applicable","Not applicable","81328","(970)533-7744","","","Colorado","37.3447","No","48115","-108.2916","0848115","Mancos town","Rural, remote","Governmentally active (incorporated)","08006","8083","803","08006","State Senate District 6","08058","08059","State House District 59","State house district","Yes","Yes","No","No","176","","","","","","","","","","","","","0","","","","","","","","0","6","2","8.000","13.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","18.000","17.500","0.500","0.500","1.000","18.000","17.000","0.000","5.000","0.330","4.000","0.000","1.000","0.000","0.330","0.000","0.000","No","683225","895360.312","863750","50092.930","93297.562","68744.750","50918.000","Kindergarten","Yes participating without using any Provision or the CEP","16","Open","","School is eligible for Title I Targeted Assistance (TAS) and provides TAS program","Yes","","No","No","No"
mixed - most recent,"080546000944","Mancos High School","CO","Mancos School District Re-6","High","Regular school","No","12","No","No","Yes","156","05460","0800944","-108.2929","37.3447","0805460","Not applicable","Point address","CO-2070","Colorado","8083","2070-5452","355 WEST GRAND AVENUE","00600","969100","MANCOS","CO","2","080839691002","81328","355 WEST GRAND AVENUE","West","Mountain","MANCOS","Not applicable","Not applicable","81328","(970)533-7746","","","Colorado","37.3447","No","48115","-108.2929","0848115","Mancos town","Rural, remote","Governmentally active (incorporated)","08006","8083","803","08006","State Senate District 6","08058","08059","State House District 59","State house district","Yes","Yes","Yes","Yes","140","","","","","","","","","","","","","30","38","14","","","","34","35","0","6","0","6.000","6.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","7.000","3.000","4.000","4.000","0.000","7.000","7.000","0.000","0.000","0.330","0.660","0.000","0.500","0.000","0.330","0.000","0.000","No","368131","436936.469","263866","-2.000","32953.879","35850.621","71409.000","9","Yes participating without using any Provision or the CEP","8","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080546001287","Mancos Middle School","CO","Mancos School District Re-6","Middle","Regular school","No","8","No","Yes","No","114","05460","0801287","-108.2933","37.3444","0805460","Not applicable","Point address","CO-2070","Colorado","8083","2070-5450","100 SOUTH BEECH","00600","969100","MANCOS","CO","2","080839691002","81328","100 SOUTH BEECH","West","Mountain","MANCOS","Not applicable","Not applicable","81328","(970)533-9143","","","Colorado","37.3444","No","48115","-108.2933","0848115","Mancos town","Rural, remote","Governmentally active (incorporated)","08006","8083","803","08006","State Senate District 6","08058","08059","State House District 59","State house district","Yes","Yes","Yes","Yes","121","","","","","","","","","","","","","0","","","","","","","","0","5","1","5.000","7.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","9.000","8.000","1.000","1.000","2.000","9.000","9.000","0.000","0.000","0.330","1.660","0.000","1.500","0.000","0.330","0.000","0.000","No","307779","471149.375","272688","-2.000","59196.980","104172.422","24565.000","6","Yes participating without using any Provision or the CEP","7","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080480001384","Mandalay Middle School","CO","Jefferson County School District No. R-1","Middle","Regular school","No","8","No","Yes","No","476","04800","0801384","-105.0741","39.872","0804800","Not applicable","Street address","CO-1420","Colorado","8059","1420-5454","9651 NORTH PIERCE ST","00805","9827","WESTMINSTER","CO","2","080590098272","80021","9651 NORTH PIERCE ST","West","Mountain","WESTMINSTER","216","19740","80021","(303)982-9802","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.872","No","83835","-105.0741","0883835","Westminster city","Suburb, large","Governmentally active (incorporated)","08019","8059","807","08019","State Senate District 19","08029","08029","State House District 29","State house district","Yes","Yes","Yes","No","540","","","","","","","","","","","","","0","","","","","","","","40","29","20","220.000","90.000","-2.000","0","1","0","Missing/not reported","-1.000","-1.000","0","15","0.000","","","","","","","23.000","23.330","0.000","0.400","5.000","26.000","22.000","9.230","4.440","1.600","5.900","1.000","4.000","0.000","1.000","0.340","0.000","Yes","1064533","1672761.750","1200687","8854.770","268535.719","305342.406","162923.000","6","Yes participating without using any Provision or the CEP","28","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080249000104","Manhattan Middle School of the Arts and Academics","CO","Boulder Valley School District No. Re2","Middle","Regular school","No","8","No","Yes","No","400","02490","0800104","-105.2288","39.9941","0802490","Not applicable","Point address","CO-0480","Colorado","8013","0480-1136","290 MANHATTAN DRIVE","00803","12501","BOULDER","CO","1","080130125011","80303","290 MANHATTAN DRIVE","West","Mountain","BOULDER","216","14500","80303","(720)561-6300","Boulder, CO","Metropolitan statistical area","Colorado","39.9941","Yes","7850","-105.2288","0807850","Boulder city","City, midsize","Governmentally active (incorporated)","08018","8013","802","08018","State Senate District 18","08010","08010","State House District 10","State house district","Yes","Yes","Yes","No","776","","","","","","","","","","","","","0","","","","","","","","24","17","8","145.000","50.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","32.000","32.340","0.000","1.000","0.000","42.000","25.000","7.170","0.280","2.110","34.040","0.170","5.000","0.730","0.000","0.170","0.000","Yes","1748708","2467094.500","1886111","16379.240","333507.219","368499.688","124110.000","6","Yes participating without using any Provision or the CEP","22","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080549000947","Manitou Springs Elementary School","CO","Manitou Springs School District No. 14 in the county of El","Primary","Regular school","No","5","Yes","No","No","393","05490","0800947","-104.9146","38.8559","0805490","Not applicable","Point address","CO-1030","Colorado","8041","1030-5460","110 PAWNEE AVENUE","00902","6700","MANITOU SPRINGS","CO","3","080410067003","80829","110 PAWNEE AVENUE","West","Mountain","MANITOU SPRINGS","Not applicable","17820","80829","(719)685-2195","Colorado Springs, CO","Metropolitan statistical area","Colorado","38.8559","No","48445","-104.9146","0848445","Manitou Springs city","Suburb, large","Governmentally active (incorporated)","08011","8041","805","08011","State Senate District 11","08018","08018","State House District 18","State house district","Yes","Yes","Yes","No","397","","","","","","","","","","","","","0","","","","","","","","11","3","1","4.000","5.000","0.000","0","1","0","Missing/not reported","-1.000","-1.000","0","1","0.000","","","","","","","26.000","26.840","0.000","2.000","0.000","27.000","25.000","3.000","12.500","1.000","2.950","0.250","2.000","0.250","0.250","0.250","1.000","Yes","957250","1385588.125","1409799","148722.000","109940.117","169676.000","279594.000","Pre-K","Yes participating without using any Provision or the CEP","29","Open","","School is eligible for Title I Targeted Assistance (TAS) and provides TAS program","Yes","","No","No","No"
mixed - most recent,"080549000946","Manitou Springs High School","CO","Manitou Springs School District No. 14 in the county of El","High","Regular school","No","12","No","No","Yes","447","05490","0800946","-104.9036","38.8558","0805490","Not applicable","Point address","CO-1030","Colorado","8041","1030-5468","401 EL MONTE PLACE","00902","6700","MANITOU SPRINGS","CO","3","080410067003","80829","401 EL MONTE PLACE","West","Mountain","MANITOU SPRINGS","Not applicable","17820","80829","(719)685-2074","Colorado Springs, CO","Metropolitan statistical area","Colorado","38.8558","No","48445","-104.9036","0848445","Manitou Springs city","Suburb, large","Governmentally active (incorporated)","08011","8041","805","08011","State Senate District 11","08018","08018","State House District 18","State house district","Yes","Yes","Yes","Yes","471","","","","","","","","","135","","","","122","158","65","60","","","14","110","2","19","4","41.000","28.000","-2.000","0","3","0","Missing/not reported","-1.000","-1.000","0","12","0.000","","","","","","","32.000","32.540","0.000","5.000","5.000","33.000","29.000","2.000","4.000","2.110","2.250","0.250","4.000","0.250","0.250","0.250","0.000","Yes","1356359","1868126.000","1389129","69000.000","104265.000","338502.000","476218.000","9","Yes participating without using any Provision or the CEP","33","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080549000945","Manitou Springs Middle School","CO","Manitou Springs School District No. 14 in the county of El","Middle","Regular school","No","8","No","Yes","No","287","05490","0800945","-104.9061","38.8548","0805490","Not applicable","Street address","CO-1030","Colorado","8041","1030-5464","415 EL MONTE PLACE","00902","6700","MANITOU SPRINGS","CO","3","080410067003","80829","415 EL MONTE PLACE","West","Mountain","MANITOU SPRINGS","Not applicable","17820","80829","(719)685-2127","Colorado Springs, CO","Metropolitan statistical area","Colorado","38.8548","No","48445","-104.9061","0848445","Manitou Springs city","Suburb, large","Governmentally active (incorporated)","08011","8041","805","08011","State Senate District 11","08018","08018","State House District 18","State house district","Yes","Yes","Yes","No","283","","","","","","","","","","","","","0","","","","","","","","0","32","10","61.000","61.000","-2.000","0","2","0","Missing/not reported","-1.000","-1.000","0","1","0.000","","","","","","","25.000","25.740","0.000","2.000","4.000","26.000","24.000","2.000","5.000","1.060","1.000","0.250","2.000","0.250","0.250","0.250","0.000","Yes","1140752","1450285.000","1131291","76231.000","63300.000","170002.000","202945.000","6","Yes participating without using any Provision or the CEP","24","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080306000242","Mann Middle School","CO","Colorado Springs School District No. 11 in the county of E","Middle","Regular school","No","8","No","Yes","No","387","03060","0800242","-104.8044","38.8672","0803060","Not applicable","Point address","CO-1010","Colorado","8041","1010-4090","1001 EAST VAN BUREN STREET","00903","400","COLORADO SPRINGS","CO","2","080410004002","80907","1001 EAST VAN BUREN STREET","West","Mountain","COLORADO SPRINGS","Not applicable","17820","80907","(719)328-2300","Colorado Springs, CO","Metropolitan statistical area","Colorado","38.8672","Yes","16000","-104.8044","0816000","Colorado Springs city","City, large","Governmentally active (incorporated)","08010","8041","805","08010","State Senate District 10","08016","08016","State House District 16","State house district","Yes","Yes","Yes","Yes","400","","","","","","","","","","","","","0","","","","","","","","64","48","119","443.000","198.000","-2.000","0","4","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","31.000","30.690","1.000","0.000","0.000","34.000","27.000","3.000","8.000","2.200","14.000","0.920","8.000","0.000","0.000","0.000","2.000","No","1563113","2738234.000","2418253","205165.000","564478.000","405478.000","232358.000","6","Yes participating without using any Provision or the CEP","22","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080480001746","Manning Options School","CO","Jefferson County School District No. R-1","Middle","Regular school","No","8","No","Yes","No","670","04800","0801746","-105.148","39.7611","0804800","Not applicable","Point address","CO-1420","Colorado","8059","1420-5472","13200 WEST 32ND AVENUE","00801","9806","GOLDEN","CO","2","080590098062","80401","13200 WEST 32ND PLACE","West","Mountain","LAKEWOOD","216","19740","80401","(303)982-6340","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.7611","No","2575","-105.148","0802575","Applewood CDP","Suburb, large","Census-designated place","08020","8059","807","08016","State Senate District 20","08024","08023","State House District 23","State house district","Yes","Yes","Yes","No","670","","","","","","","","","","","","","0","","","","","","","","10","24","3","78.000","34.000","-2.000","0","0","0","Missing/not reported","-1.000","-1.000","0","0","0.000","","","","","","","20.000","20.870","0.000","1.000","1.200","23.000","23.000","3.000","2.250","2.000","3.000","1.000","4.000","0.100","0.000","1.000","0.000","Yes","1253323","1813666.375","1287135","16182.100","286029.438","243771.688","277105.000","6","Yes participating without using any Provision or the CEP","34","Open","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No"
mixed - most recent,"080336006328","Manual High School","CO","School District No. 1 in the county of Denver and State of C","High","Regular school","No","12","No","No","Yes","323","03360","0806328","-104.967138","39.756508","0803360","Not applicable","Point address","CO-0880","Colorado","8031","0880-5448","1700 EAST 28TH AVENUE","00812","2300","DENVER","CO","2","080310023002","80205","1700 EAST 28TH AVENUE","West","Mountain","DENVER","216","19740","80205","(720)423-6300","Denver-Aurora-Broomfield, CO","Metropolitan statistical area","Colorado","39.756508","Yes","20000","-104.967138","0820000","Denver city","City, large","Governmentally active (incorporated)","08033","8031","801","08033","State Senate District 33","08008","08008","State House District 8","State house district","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","","","","","","","","53","30","43","","","51","162","65","51","","","41","","1","29","12","195.000","58.000","-2.000","0","1","1","Missing/not reported","-1.000","-1.000","2","5","0.000","","","","","","","19.000","18.820","0.490","0.000","0.000","22.000","15.000","3.000","7.000","1.120","3.000","1.600","2.000","0.000","0.600","0.000","0.000","No","1335153","1883540.000","1466666","183830.000","84642.000","279915.000","467566.000","9","Yes participating without using any Provision or the CEP","20","Open","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No"
